review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,DASHEN BANK,Google Play,en,1,"Account Access Issues, User Interface & Experience, Customer Support",Topic_1
Dashen supper App is the most useful app for our customers,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
it is the most amazing mobile app,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
A Good and fast supper app thanks for dashen bank,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,DASHEN BANK,Google Play,en,1,"Transaction Performance, User Interface & Experience, Customer Support, Feature Requests",Topic_1
Too best,1,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
To join digital world use supper app and make your life easy,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
best mobile banking application,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,DASHEN BANK,Google Play,en,1,"Account Access Issues, User Interface & Experience, Feature Requests",Topic_1
best mobile banking application,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,DASHEN BANK,Google Play,en,1,"Customer Support, Feature Requests",Topic_4
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,DASHEN BANK,Google Play,en,1,Customer Support,Topic_4
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,DASHEN BANK,Google Play,en,1,Transaction Performance,Topic_1
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
excellent mobile banking app,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
Wow! like his name Super App...,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_3
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
convenient and fast,5,2025-04-21,DASHEN BANK,Google Play,en,0,Other,Topic_1
Best- in-class app.,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
Superb,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_1
"amazing features, faster and easy to use",5,2025-04-21,DASHEN BANK,Google Play,en,1,Feature Requests,Topic_4
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_1
Best App!,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_5
I love this app,5,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_1
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,DASHEN BANK,Google Play,en,1,Other,Topic_3
good,5,2025-04-20,DASHEN BANK,Google Play,en,1,Other,Topic_2
waw no idea the best app.,5,2025-04-19,DASHEN BANK,Google Play,en,1,Other,Topic_5
fast best app,5,2025-04-19,DASHEN BANK,Google Play,en,1,Other,Topic_5
Nice App,5,2025-04-18,DASHEN BANK,Google Play,en,1,Other,Topic_1
nice app ever,5,2025-04-17,DASHEN BANK,Google Play,en,1,Other,Topic_1
good,5,2025-04-17,DASHEN BANK,Google Play,en,1,Other,Topic_2
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,DASHEN BANK,Google Play,en,-1,Other,Topic_2
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,DASHEN BANK,Google Play,en,-1,"Transaction Performance, Feature Requests",Topic_2
nic app,5,2025-04-16,DASHEN BANK,Google Play,en,0,Other,Topic_5
Nice,5,2025-04-16,DASHEN BANK,Google Play,en,1,Other,Topic_1
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,DASHEN BANK,Google Play,en,1,Other,Topic_1
So far so good! their in person customer service is amazing 👏,5,2025-04-14,DASHEN BANK,Google Play,en,1,Customer Support,Topic_2
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,DASHEN BANK,Google Play,en,1,Other,Topic_2
ምርጫዬ ነው,5,2025-04-13,DASHEN BANK,Google Play,en,0,Other,Topic_1
It's bad for the connection and too many days are it that not working,1,2025-04-12,DASHEN BANK,Google Play,en,-1,Other,Topic_2
it's samart,5,2025-04-10,DASHEN BANK,Google Play,en,0,Other,Topic_1
"The app is not working properly, I have been using it.",1,2025-04-10,DASHEN BANK,Google Play,en,0,Other,Topic_2
it is very good app,5,2025-04-10,DASHEN BANK,Google Play,en,1,Other,Topic_2
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,DASHEN BANK,Google Play,en,1,"Transaction Performance, Customer Support, Feature Requests",Topic_2
slow cumbersome,3,2025-04-08,DASHEN BANK,Google Play,en,0,Transaction Performance,Topic_2
Is really 💀,2,2025-04-08,DASHEN BANK,Google Play,en,0,Other,Topic_4
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,DASHEN BANK,Google Play,en,1,Transaction Performance,Topic_3
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,DASHEN BANK,Google Play,en,-1,Feature Requests,Topic_2
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,DASHEN BANK,Google Play,en,0,Account Access Issues,Topic_2
proud by dashen bank,5,2025-04-06,DASHEN BANK,Google Play,en,1,Other,Topic_4
best,5,2025-04-06,DASHEN BANK,Google Play,en,1,Other,Topic_5
best of best,5,2025-04-05,DASHEN BANK,Google Play,en,1,Other,Topic_5
nice,5,2025-04-04,DASHEN BANK,Google Play,en,1,Other,Topic_1
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,DASHEN BANK,Google Play,en,0,Other,Topic_2
real super up,5,2025-04-04,DASHEN BANK,Google Play,en,1,Other,Topic_1
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,DASHEN BANK,Google Play,en,-1,Other,Topic_2
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,DASHEN BANK,Google Play,en,-1,Other,Topic_5
good,5,2025-04-04,DASHEN BANK,Google Play,en,1,Other,Topic_2
tanku,5,2025-04-04,DASHEN BANK,Google Play,en,0,Other,Topic_1
very nice,5,2025-04-04,DASHEN BANK,Google Play,en,1,Other,Topic_1
perfect,5,2025-04-03,DASHEN BANK,Google Play,en,1,Other,Topic_1
goood,5,2025-04-02,DASHEN BANK,Google Play,en,0,Other,Topic_1
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,DASHEN BANK,Google Play,en,-1,Other,Topic_3
it is best app easy to use,5,2025-04-01,DASHEN BANK,Google Play,en,1,Other,Topic_4
It is very easy to use and powerful application.,3,2025-04-01,DASHEN BANK,Google Play,en,1,Other,Topic_4
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,DASHEN BANK,Google Play,en,1,Feature Requests,Topic_2
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,DASHEN BANK,Google Play,en,1,Transaction Performance,Topic_4
wallahi very fantastic Bank,5,2025-03-31,DASHEN BANK,Google Play,en,1,Other,Topic_4
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,DASHEN BANK,Google Play,en,1,Other,Topic_4
ok,5,2025-03-30,DASHEN BANK,Google Play,en,1,Other,Topic_3
nice app,5,2025-03-29,DASHEN BANK,Google Play,en,1,Other,Topic_1
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,DASHEN BANK,Google Play,en,1,"Transaction Performance, User Interface & Experience, Customer Support, Feature Requests",Topic_1
good,5,2025-03-28,DASHEN BANK,Google Play,en,1,Other,Topic_2
nice application,4,2025-03-27,DASHEN BANK,Google Play,en,1,Other,Topic_1
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,DASHEN BANK,Google Play,en,1,Other,Topic_4
best experiences,5,2025-03-26,DASHEN BANK,Google Play,en,1,Other,Topic_5
too slow to use.,1,2025-03-26,DASHEN BANK,Google Play,en,0,Transaction Performance,Topic_2
ጥሩ ነው,5,2025-03-25,DASHEN BANK,Google Play,en,0,Other,Topic_1
the worst app in the market only good ui,1,2025-03-22,DASHEN BANK,Google Play,en,-1,User Interface & Experience,Topic_2
nic,5,2025-03-22,DASHEN BANK,Google Play,en,0,Other,Topic_5
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,DASHEN BANK,Google Play,en,0,Other,Topic_1
thanks for all digital transaction,5,2025-03-21,DASHEN BANK,Google Play,en,1,Other,Topic_4
Good,4,2025-03-21,DASHEN BANK,Google Play,en,1,Other,Topic_2
Best,5,2025-03-20,DASHEN BANK,Google Play,en,1,Other,Topic_5
Good,5,2025-03-20,DASHEN BANK,Google Play,en,1,Other,Topic_2
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,DASHEN BANK,Google Play,en,-1,Customer Support,Topic_3
it's Be Come Busy &not working good,1,2025-03-20,DASHEN BANK,Google Play,en,-1,Other,Topic_3
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,DASHEN BANK,Google Play,en,1,Feature Requests,Topic_2
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,DASHEN BANK,Google Play,en,1,Other,Topic_5
good and latest,5,2025-03-18,DASHEN BANK,Google Play,en,1,Other,Topic_2
The best App of all,5,2025-03-17,DASHEN BANK,Google Play,en,1,Other,Topic_5
